Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24.0,2000,23,17,1346,15.0,4,0,4,3,1,2,3,0,4.6,3.0,0.5,3.5,21,23,71,0.20,0.34,2274,es ESP,FW,es La Liga,24,2000,15.0,4,21,7,33.3,1.40,0.47,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0,2274,es ESP,FW,es La Liga,24,2000,15.0,239,272,87.9,3608,480,0,0.5,0.7,-0.5,8,14,5,0,23,2274,es ESP,FW,es La Liga,24,2000,15.0,272,238,33,0,1,1,4,2,0,0,0,0,239,1,5,2274,es ESP,FW,es La Liga,24,2000,15.0,17,1.14,12,0,1,3,1,0,1,0.07,2274,es ESP,FW,es La Liga,24,2000,15.0,6,2,2,2,2,5,40.0,3,7,2,5,5,11,7,0,2274,es ESP,FW,es La Liga,24,2000,15.0,391,11,28,188,177,59,389,20,7,35.0,10,50.0,225,1274,413,21,12,10,32,18,281,71,2802,es ESP,FW,es La Liga,24,2000,23,1346,59,39.4,15.0,17,70,1,6,26,4,1.09,15,21,-6,-0.40,+0.03,16.2,19.1,-2.9,-0.20,2274,es ESP,FW,es La Liga,24,2000,15.0,3,0,0,7,13,5,4,5,2,0,0,0,21,9,19,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21.0,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,2275,es ESP,MF,es La Liga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2275,es ESP,MF,es La Liga,21,2003,0.2,3,6,50.0,39,15,0,0.0,0.0,0.0,0,0,0,0,1,2275,es ESP,MF,es La Liga,21,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,2275,es ESP,MF,es La Liga,21,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,2275,es ESP,MF,es La Liga,21,2003,0.2,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,2275,es ESP,MF,es La Liga,21,2003,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0,2803,es ESP,MF,es La Liga,21,2003,1,18,18,0.5,0.2,0,,0,1,18,1,3.00,0,0,0,0.00,+0.42,0.0,0.0,0.0,0.00,2275,es ESP,MF,es La Liga,21,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28.0,1996,30,21,1923,21.4,4,5,9,4,0,0,1,0,4.3,4.3,4.7,9.0,47,205,92,0.42,0.42,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,4,43,12,27.9,2.01,0.56,0.09,0.33,18.7,0,0,0,4.3,4.3,0.10,-0.3,-0.3,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,1458,1627,89.6,23743,6285,5,4.7,5.1,+0.3,36,155,36,3,205,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,1627,1577,47,32,7,15,27,10,3,0,0,0,1458,3,27,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,89,4.16,79,0,2,6,0,2,14,0.65,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,37,24,13,15,9,47,44.7,26,25,3,22,16,53,27,1,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,1807,47,254,1050,515,62,1807,20,14,70.0,6,30.0,1037,5225,2737,47,42,8,24,16,1430,92,2805,es ESP,MF,fr Ligue 1,28,1996,30,1923,64,62.8,21.4,21,82,13,9,22,2,2.40,56,25,+31,+1.45,-0.61,55.3,21.0,+34.3,+1.60,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,1,0,0,6,10,5,27,16,24,0,0,0,135,5,8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32.0,1992,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,1058,1204,87.9,22890,14976,0,0.1,0.0,-0.1,2,7,0,0,1,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,1204,1013,189,84,0,3,0,0,0,0,0,0,1058,2,0,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,8,0.24,7,0,0,0,0,1,2,0.06,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,4,3,4,0,0,8,50.0,4,1,0,1,1,5,25,3,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,1300,1008,1285,15,0,0,1300,0,0,,0,,789,3335,1782,0,0,0,1,0,758,0,2807,ar ARG,GK,fr Ligue 1,32,1992,34,3060,90,100.0,34.0,34,90,34,0,,0,1.91,74,47,+27,+0.79,,63.8,45.2,+18.6,+0.55,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,1,0,0,2,11,0,0,1,3,0,2,0,37,7,1,87.5,157,ar ARG,GK,fr Ligue 1,32,1992,34,34,3060,34.0,47,1.38,135,87,67.4,20,5,9,5,14.7,6,3,3,0,157,ar ARG,GK,fr Ligue 1,32,1992,34.0,47,3,1,4,2,47.5,0.33,+2.5,+0.07,92,202,45.5,1097,133,15.0,24.4,309,28,9.1,59,1.74,18.3
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22.0,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.43,0.39,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,5,50,12,24.0,2.72,0.65,0.10,0.42,15.5,0,0,0,4.6,4.6,0.09,+0.4,+0.4,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,237,355,66.8,3344,1174,3,2.5,1.7,+0.5,19,30,16,1,67,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,355,344,9,0,12,0,9,0,0,0,0,0,237,2,14,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,64,3.47,37,0,9,7,9,2,8,0.43,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,39,15,13,18,8,36,38.9,22,20,3,17,10,49,13,2,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,2810,fr FRA,"MF,FW",eng Premier League,22,2002,28,1656,59,48.4,18.4,19,76,3,9,24,0,1.57,32,29,+3,+0.16,-0.04,27.1,27.3,-0.3,-0.01,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32.0,1992,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,305,408,74.8,7878,5197,0,0.0,0.0,0.0,0,2,0,0,0,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,408,309,99,33,0,0,0,0,0,0,0,0,305,0,0,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,4,0.29,3,1,0,0,0,0,0,0.00,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,1,0,1,0,0,2,50.0,1,0,0,0,1,2,2,2,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,439,364,435,4,0,0,439,0,0,,0,,273,1207,642,0,0,0,0,1,200,0,2812,au AUS,GK,fr Ligue 1,32,1992,14,1260,90,41.2,14.0,14,90,14,0,,0,1.79,20,17,+3,+0.21,+0.21,21.3,18.8,+2.5,+0.18,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,0,0,0,0,1,0,0,1,0,0,0,0,11,4,0,100.0,158,au AUS,GK,fr Ligue 1,32,1992,14,14,1260,14.0,17,1.21,62,44,75.8,8,1,5,6,42.9,3,2,1,0,158,au AUS,GK,fr Ligue 1,32,1992,14.0,17,2,0,0,0,19.5,0.28,+2.5,+0.18,46,135,34.1,342,79,31.3,32.3,176,20,11.4,10,0.71,11.6
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26.0,1997,29,27,2259,25.1,2,3,5,2,0,0,6,1,0.7,0.7,4.5,5.2,66,92,136,0.20,0.21,2280,no NOR,DF,de Bundesliga,26,1997,25.1,2,18,5,27.8,0.72,0.20,0.11,0.40,20.4,0,0,0,0.7,0.7,0.04,+1.3,+1.3,2280,no NOR,DF,de Bundesliga,26,1997,25.1,1234,1447,85.3,20090,5214,3,4.5,4.8,-1.5,36,82,31,22,92,2280,no NOR,DF,de Bundesliga,26,1997,25.1,1447,1234,210,23,1,4,110,165,22,10,12,0,1234,3,31,2280,no NOR,DF,de Bundesliga,26,1997,25.1,56,2.23,44,8,4,0,0,0,5,0.20,2280,no NOR,DF,de Bundesliga,26,1997,25.1,46,30,26,13,7,44,56.8,19,29,2,27,22,68,26,1,2280,no NOR,DF,de Bundesliga,26,1997,25.1,1684,39,384,806,520,39,1684,63,36,57.1,23,36.5,1002,5499,2796,66,39,12,42,20,1090,136,2813,no NOR,DF,de Bundesliga,26,1997,29,2259,78,73.8,25.1,27,82,12,2,29,0,1.62,53,35,+18,+0.72,+0.49,45.8,30.8,+15.0,+0.60,2280,no NOR,DF,de Bundesliga,26,1997,25.1,6,1,1,31,23,0,110,22,30,0,0,0,120,10,23,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31.0,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,0,1,0,0.0,0.04,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,619,902,68.6,18300,13570,0,0.0,0.1,0.0,0,24,3,0,1,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,902,649,246,85,0,1,0,0,0,0,0,0,619,7,0,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,6,0.21,4,2,0,0,0,0,0,0.00,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,22,2,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,980,758,965,16,1,1,980,1,1,100.0,0,0.0,564,3151,1976,0,0,0,1,0,425,0,2814,dk DEN,GK,de Bundesliga,31,1992,28,2520,90,82.4,28.0,28,90,28,0,,0,1.21,31,37,-6,-0.21,+1.45,29.8,38.2,-8.4,-0.30,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,2,0,0,0,4,0,0,0,0,0,0,0,32,15,0,100.0,159,dk DEN,GK,de Bundesliga,31,1992,28,28,2520,28.0,37,1.32,111,71,67.6,8,11,9,8,28.6,5,1,4,0,159,dk DEN,GK,de Bundesliga,31,1992,28.0,37,1,1,1,1,39.3,0.32,+3.3,+0.12,143,395,36.2,734,135,36.6,34.3,483,40,8.3,35,1.25,13.4
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31.0,1993,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.01,2282,pt POR,GK,eng Premier League,31,1993,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2282,pt POR,GK,eng Premier League,31,1993,29.0,592,924,64.1,15334,10381,0,0.2,0.0,-0.2,3,22,1,0,2,2282,pt POR,GK,eng Premier League,31,1993,29.0,924,706,215,65,1,0,0,0,0,0,0,0,592,3,1,2282,pt POR,GK,eng Premier League,31,1993,29.0,5,0.17,5,0,0,0,0,0,0,0.00,2282,pt POR,GK,eng Premier League,31,1993,29.0,2,2,2,0,0,2,100.0,0,0,0,0,0,2,15,1,2282,pt POR,GK,eng Premier League,31,1993,29.0,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0,2815,pt POR,GK,eng Premier League,31,1993,29,2609,90,76.3,29.0,29,90,28,0,,4,1.31,42,48,-6,-0.21,+0.79,35.2,42.0,-6.8,-0.23,2282,pt POR,GK,eng Premier League,31,1993,29.0,2,0,0,4,9,0,0,0,2,0,4,0,37,11,1,91.7,160,pt POR,GK,eng Premier League,31,1993,29,29,2609,29.0,48,1.66,117,69,63.2,11,5,13,7,24.1,7,5,2,0,160,pt POR,GK,eng Premier League,31,1993,29.0,48,5,1,6,2,42.8,0.33,-3.2,-0.11,94,382,24.6,771,121,39.3,35.2,432,32,7.4,43,1.48,15.5
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24.0,1999,18,10,900,10.0,3,2,5,3,0,0,1,0,2.8,2.8,0.8,3.6,29,27,76,0.50,0.36,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,3,26,8,30.8,2.60,0.80,0.12,0.38,17.6,0,0,0,2.8,2.8,0.11,+0.2,+0.2,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,182,239,76.2,2622,585,2,0.8,1.1,+1.2,14,17,14,3,27,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,239,230,8,1,2,1,14,5,0,0,0,0,182,1,12,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,35,3.50,20,1,4,4,5,1,4,0.40,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,20,13,7,8,5,20,50.0,10,14,0,14,3,23,1,0,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,427,3,42,169,224,44,427,54,16,29.6,26,48.1,301,1897,843,29,23,14,57,36,319,76,2816,tn TUN,"FW,MF",de Bundesliga,24,1999,18,900,50,29.4,10.0,10,71,1,8,24,2,0.83,7,14,-7,-0.70,-0.45,10.1,14.3,-4.2,-0.42,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,1,0,0,17,24,7,14,3,13,0,0,0,43,8,22,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31.0,1993,22,20,1581,17.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,25,62,63,0.06,0.06,2284,sn SEN,DF,es La Liga,31,1993,17.6,0,5,0,0.0,0.28,0.00,0.00,,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2284,sn SEN,DF,es La Liga,31,1993,17.6,862,994,86.7,11913,4253,1,0.8,0.9,+0.2,11,49,7,5,62,2284,sn SEN,DF,es La Liga,31,1993,17.6,994,798,196,20,2,3,31,176,0,0,0,0,862,0,20,2284,sn SEN,DF,es La Liga,31,1993,17.6,19,1.08,17,1,1,0,0,0,3,0.17,2284,sn SEN,DF,es La Liga,31,1993,17.6,40,25,21,15,4,32,75.0,8,21,4,17,13,53,40,0,2284,sn SEN,DF,es La Liga,31,1993,17.6,1170,43,351,591,236,26,1170,20,8,40.0,10,50.0,620,2245,1145,25,12,4,27,12,680,63,2817,sn SEN,DF,es La Liga,31,1993,22,1581,72,46.2,17.6,20,77,10,2,23,7,1.68,20,24,-4,-0.23,-0.77,24.2,21.7,+2.5,+0.14,2284,sn SEN,DF,es La Liga,31,1993,17.6,1,0,0,18,12,1,31,13,25,0,0,0,87,9,13,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26.0,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.00,0.35,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,0,15,4,26.7,2.07,0.55,0.00,0.00,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,91,128,71.1,1424,409,0,0.6,0.3,-0.6,4,5,5,1,15,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,128,121,7,1,1,0,15,1,1,0,0,0,91,0,4,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,20,2.76,10,0,4,2,3,1,2,0.28,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,14,7,7,4,3,8,62.5,3,2,0,2,3,17,4,0,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,2818,us USA,"FW,MF",fr Ligue 1,26,1997,15,653,44,21.3,7.3,7,66,1,8,24,1,0.67,4,12,-8,-1.10,-0.24,8.5,14.5,-6.0,-0.82,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31.0,1993,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0.09,0.09,2286,it ITA,DF,it Serie A,31,1993,22.9,0,6,1,16.7,0.26,0.04,0.00,0.00,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2286,it ITA,DF,it Serie A,31,1993,22.9,825,1204,68.5,15435,7657,2,1.9,1.7,+0.1,18,79,31,12,88,2286,it ITA,DF,it Serie A,31,1993,22.9,1204,938,259,28,3,4,60,228,3,0,2,0,825,7,28,2286,it ITA,DF,it Serie A,31,1993,22.9,38,1.66,33,3,0,0,2,0,2,0.09,2286,it ITA,DF,it Serie A,31,1993,22.9,58,31,27,25,6,52,38.5,32,28,7,21,22,80,65,0,2286,it ITA,DF,it Serie A,31,1993,22.9,1428,61,507,676,252,10,1428,13,4,30.8,5,38.5,641,3036,1836,36,23,1,22,4,759,43,2819,it ITA,DF,it Serie A,31,1993,34,2058,61,60.2,22.9,23,77,10,11,26,4,1.12,25,26,-1,-0.04,+0.68,24.7,26.1,-1.3,-0.06,2286,it ITA,DF,it Serie A,31,1993,22.9,3,0,0,25,23,0,60,22,31,0,0,0,92,16,26,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30.0,1994,26,18,1616,18.0,1,0,1,1,0,0,3,0,1.8,1.8,1.6,3.3,24,97,70,0.06,0.19,2287,at AUT,MF,de Bundesliga,30,1994,18.0,1,21,8,38.1,1.17,0.45,0.05,0.13,20.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,2287,at AUT,MF,de Bundesliga,30,1994,18.0,728,858,84.8,10980,2905,0,1.6,1.6,-1.6,12,75,12,2,97,2287,at AUT,MF,de Bundesliga,30,1994,18.0,858,812,44,22,4,3,23,13,0,0,0,0,728,2,15,2287,at AUT,MF,de Bundesliga,30,1994,18.0,42,2.34,26,3,1,6,1,5,6,0.33,2287,at AUT,MF,de Bundesliga,30,1994,18.0,29,19,7,15,7,27,59.3,11,19,6,13,10,39,29,1,2287,at AUT,MF,de Bundesliga,30,1994,18.0,1028,37,131,581,322,31,1028,15,6,40.0,9,60.0,577,2494,1255,24,31,3,22,12,717,70,2820,at AUT,MF,de Bundesliga,30,1994,26,1616,62,52.8,18.0,18,77,9,8,30,1,1.46,32,27,+5,+0.28,-0.66,30.4,21.6,+8.9,+0.50,2287,at AUT,MF,de Bundesliga,30,1994,18.0,3,0,0,12,9,0,23,10,19,0,0,0,58,17,13,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29.0,1995,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,21,59,34,0.07,0.01,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,542,648,83.6,8853,3284,1,0.2,0.2,+0.8,7,37,2,1,59,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,648,540,108,11,0,2,12,97,0,0,0,0,542,0,14,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,20,1.57,19,1,0,0,0,0,1,0.08,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,14,8,9,4,1,19,47.4,10,17,7,10,13,27,21,0,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,734,40,213,368,163,8,734,9,2,22.2,7,77.8,371,1852,956,21,12,4,9,1,421,34,2821,ml MLI,DF,fr Ligue 1,29,1995,16,1233,77,40.3,13.7,14,84,10,2,32,12,0.31,8,35,-27,-1.97,-0.54,10.8,25.9,-15.1,-1.19,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,1,0,0,15,6,1,12,13,8,0,2,0,52,8,14,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27.0,1997,16,9,825,9.2,5,0,5,5,0,0,4,0,3.4,3.4,0.7,4.1,9,7,49,0.55,0.45,2289,ng NGA,FW,es La Liga,27,1997,9.2,5,20,7,35.0,2.18,0.76,0.25,0.71,13.2,0,0,0,3.4,3.4,0.19,+1.6,+1.6,2289,ng NGA,FW,es La Liga,27,1997,9.2,125,173,72.3,1721,228,0,0.7,0.4,-0.7,6,4,0,0,7,2289,ng NGA,FW,es La Liga,27,1997,9.2,173,155,17,0,0,3,0,1,0,0,0,0,125,1,5,2289,ng NGA,FW,es La Liga,27,1997,9.2,15,1.64,8,0,2,2,1,2,3,0.33,2289,ng NGA,FW,es La Liga,27,1997,9.2,10,5,3,5,2,6,66.7,2,7,0,7,1,11,7,0,2289,ng NGA,FW,es La Liga,27,1997,9.2,301,8,22,133,150,41,301,25,11,44.0,12,48.0,175,940,274,9,8,3,41,24,229,49,2825,ng NGA,FW,es La Liga,27,1997,16,825,52,24.1,9.2,9,71,2,7,26,2,1.69,13,13,0,0.00,+0.35,11.3,10.9,+0.4,+0.05,2289,ng NGA,FW,es La Liga,27,1997,9.2,4,0,0,29,16,13,0,1,5,0,0,0,14,23,19,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
